@RELATION players

@ATTRIBUTE gp numeric
@ATTRIBUTE age numeric
@ATTRIBUTE min numeric
@ATTRIBUTE fgm numeric
@ATTRIBUTE fga numeric
@ATTRIBUTE ftm numeric
@ATTRIBUTE fta numeric
@ATTRIBUTE reb numeric
@ATTRIBUTE ast numeric
@ATTRIBUTE stl numeric
@ATTRIBUTE blk numeric
@ATTRIBUTE tov numeric
@ATTRIBUTE pts numeric
@ATTRIBUTE season numeric
@ATTRIBUTE fppg numeric

@DATA
82,19,22.2,1.8,5.1,0.2,0.4,1.6,2.4,0.5,0.2,1.4,4.8,NaN,0
5,25,8.7,0.2,1.4,0,0,0.2,0.4,0.2,0,0.2,0.4,NaN,0
38,24,7.9,0.9,2.8,0.1,0.2,0.7,1.3,0.2,0,0.6,2.2,NaN,0
58,27,17,2.7,6.6,0.8,1,2.9,1,0.8,0.4,0.8,6.6,NaN,11.5
45,27,34.8,5.8,12.2,3.2,4.1,3.2,5.6,1.5,0.3,2.5,16.1,NaN,17.6
49,32,18.5,3.3,6.4,1.4,2.1,5.2,1.7,0.6,0.5,1,7.9,NaN,13.7
3,24,11,0.7,2,1,2,0.7,3,0.7,0,1.3,2.7,NaN,0
2,24,3.5,0,1,0,0,1,0.5,0,0,0,0,NaN,0
66,34,28.7,4.9,10.4,1.8,2.4,6.8,3.4,0.7,0.7,1.8,11.7,NaN,12.2
82,26,34.4,4.6,6.5,2.3,5.7,15,0.7,1,2.2,1.3,11.5,NaN,25.5
29,26,6.2,0.9,2,0.1,0.2,1.9,0.1,0.2,0,0.4,1.9,NaN,3.7
60,25,35,6.8,16.5,6,7.2,4.6,3.5,1.2,0.2,2.3,20.1,NaN,24.5
59,24,34.1,8.4,18.1,7.2,9.2,12.7,3.6,1.5,1.7,4.3,24.1,NaN,34.4
70,28,31.3,4.5,9.3,1.8,2.6,5.3,1.7,1.3,0.2,1.1,12.6,NaN,12.6
77,21,19.7,3.7,8.6,1.9,2.3,2.1,4.1,0.6,0.1,1.9,10,NaN,15.1
68,31,31.1,4.4,11.3,3,3.5,3.5,6.6,0.9,0.3,2.3,13,NaN,18.9
74,23,30.8,6.5,12.4,3,4.5,8.2,1.5,0.8,1.7,1.6,16,NaN,22.8
51,26,30,6.6,16.4,3,3.7,3.2,4.9,0.7,0.3,3.2,17.7,NaN,18.3
74,24,19.8,2.9,6.6,1.8,2.6,2.7,0.7,0.5,0.1,0.8,8.3,NaN,10.5
76,32,22.2,2.9,6.9,1.7,2.1,1.8,3.1,1,0.2,1.1,8.8,NaN,9.9
16,22,13,0.9,2.8,0.3,1,1.9,1.1,0.6,0.1,0.6,2.3,NaN,2.4
59,25,14.3,1.5,2.7,0.6,1.1,5,0.2,0.3,0.8,0.9,3.7,NaN,8.6
80,23,27.6,4.7,11.8,1.5,2.2,2.4,2,1.1,0.3,1.4,11.8,NaN,11.1
77,37,29.6,6.3,13.8,3.3,3.8,5.9,1.9,0.5,0.4,1.1,17.3,NaN,20.5
53,27,20.9,2.7,6.7,1.1,1.5,2.7,3.6,0.4,0,1.2,7.4,NaN,12.4
71,24,28.7,5,9.9,1.4,2.3,5.9,1.8,0.8,0.5,1.7,12,NaN,8.4
48,29,12.3,1.5,4,0.7,0.9,2.3,0.9,0.4,0.2,0.4,4.6,NaN,0
36,23,8.9,1.2,3,0.3,0.4,1.2,0.2,0.1,0,0.5,3,NaN,9
79,25,31.5,4.3,9.7,1.7,2.5,8.2,3.7,1.6,1.3,1.7,11.7,NaN,30.5
51,33,16.9,2.2,5.4,0.7,0.9,4.4,1,0.4,0.2,0.5,5.4,NaN,4.6
9,24,7.9,0.9,2.1,0.1,0.2,2,0.2,0.1,0,0.9,1.9,NaN,0
6,26,20.5,3,6.7,1.5,1.7,2,2.3,0.5,0,2,8.7,NaN,0
41,29,29.8,6.1,10.3,3.5,6.6,10.5,1.2,0.7,1.3,2.8,15.8,NaN,25.2
29,23,8.2,1.1,2.3,0.9,1.1,1.7,0.3,0.3,0.2,0.4,3.1,NaN,9.1
62,33,31.8,8.2,17.5,4.6,6,3.5,4.8,1.2,0.3,3.4,21.5,NaN,22.3
56,26,9,1.1,2.5,0.2,0.4,0.8,0.6,0.4,0.1,0.3,2.7,NaN,9.6
16,33,8.9,0.8,2.4,0.4,0.8,1.8,0.3,0.3,0.1,0.3,2,NaN,0
10,27,9.3,1.1,3,0.1,0.4,2.3,0.3,0.3,0.4,0.6,2.7,NaN,0
79,26,23.3,3.6,5.9,1.2,2.4,7.6,1.2,0.6,1.2,0.7,8.3,NaN,14.6
33,28,3.9,0.3,0.7,0.2,0.3,0.8,0.2,0.2,0.2,0.2,0.9,NaN,0
82,21,30.3,3.7,8.6,1.4,2.6,4.3,6.5,1.7,0.2,2.5,8.9,NaN,17.8
47,27,19.7,1.7,5.1,1.2,1.8,3.2,1.2,1.2,0.3,1.4,5.3,NaN,3.8
13,26,9.1,1.1,2.8,0.1,0.3,0.6,0.9,0.3,0,0.3,2.8,NaN,1.6
36,36,13.5,1.2,2.6,0.3,0.6,2.8,0.6,0.5,0.7,0.5,2.7,NaN,8.1
75,23,28.5,6.4,12.4,2.4,3.1,8.9,0.7,0.5,0.4,1.9,15.5,NaN,18.9
81,25,34.6,5.8,12.9,4.4,5.4,5.2,6.1,1.6,0.6,3.4,17,NaN,27
61,26,33.1,4.7,11.4,1.8,2.2,2.6,3.8,0.8,0.2,2,13.4,NaN,15.6
3,23,0.7,0.3,0.3,0,0,0.3,0,0,0,0,0.7,NaN,2.8
43,24,9.5,1.4,3.8,0.2,0.3,0.7,0.9,0.3,0,0.3,3.4,NaN,1.7
58,28,22.7,4.5,9.6,1.2,1.8,4.8,1,0.6,0.3,0.8,11.5,NaN,13.1
58,22,28.6,4.4,9.9,1.8,2.5,2.6,2.1,0.7,0,1.4,12,NaN,17
82,26,27.6,3.9,9.1,1.3,1.7,5.1,5.5,1,0.2,2.4,9.5,NaN,17.9
46,25,10.9,1.7,3,1.1,1.7,3.4,0.2,0.2,0.9,0.7,4.4,NaN,12
14,33,14.3,1.2,4.5,0.1,0.3,1.2,1.1,0.6,0.4,0.7,3.2,NaN,0
41,23,13.2,1,1.9,0.3,0.7,4.3,0.7,0.4,0.4,0.4,2.3,NaN,0
4,27,10.9,0.8,5,0,0,0.3,3.3,0.5,0,0.5,1.5,NaN,0
52,29,14.1,1.3,3.3,0.7,0.9,1.7,1.1,0.8,0.2,0.7,3.9,NaN,9.3
55,20,13.1,1.2,3.9,0.6,0.9,1.2,0.5,0.7,0.1,0.7,3.4,NaN,14.2
54,30,22.1,3.5,9.3,2.2,2.5,2.4,1.9,0.4,0,1.2,10.1,NaN,9.7
43,29,29.5,5.9,12.4,2.6,3.3,4.2,5.1,1,0.3,1.6,16.1,NaN,16.3
74,29,19.5,4.4,10.5,1.3,1.6,2.5,1.2,0.6,0.2,1.4,11.9,NaN,8.1
80,27,28.9,4.6,10.6,2.3,2.7,3.4,2.6,0.6,0.3,1.4,12.1,NaN,9.8
32,32,8.9,0.4,1.1,0.2,0.5,1.8,0.3,0.5,0.1,0.6,1.1,NaN,0
81,20,31.4,4.7,9.6,3.2,4.3,6.7,2.6,0.9,1,2.1,12.7,NaN,26.4
21,27,10,2,4.2,0,0,1.4,0.4,0.1,0.3,0.4,5,NaN,0
74,29,12.2,1.6,3.4,0.8,1.3,2.3,0.5,0.6,0.3,0.5,4,NaN,0
5,24,8.5,0.6,3,0.8,1.2,0.8,0.4,0,0,0.4,2.2,NaN,0
35,21,7.5,0.7,1.9,0.5,0.7,1.1,0.3,0.2,0,0.3,2.1,NaN,4.7
78,29,33.8,6.4,12.8,2.3,3,3.5,4.5,1,0.2,2.2,16.3,NaN,20.6
76,25,34.4,6.4,14.3,4.9,6.1,4.9,4.1,1.4,0.4,2.7,19.3,NaN,22.9
73,25,30,3.5,7,2.6,3.3,8.3,2,1,1.7,1.7,9.7,NaN,19.2
8,21,6.4,0.9,3.3,0.1,0.1,1.1,0.4,0.3,0.3,0.4,2,NaN,0
69,25,31,6.1,12.4,3.7,4.9,10.2,2.1,1.1,0.5,2.2,15.9,NaN,23.1
42,24,8.6,0.7,1.2,0.5,0.9,1.9,0.2,0.2,0.3,0.3,1.9,NaN,4.4
17,29,3.9,0.4,0.5,0.1,0.2,0.9,0.2,0.1,0,0.4,0.8,NaN,0
82,28,24.3,3.6,8.8,0.6,0.8,2.6,3.7,0.6,0.1,1.5,9.5,NaN,9.6
82,23,28.3,3.9,8,1.3,1.8,5.5,1.4,0.7,0.2,0.9,10.1,NaN,14.5
48,26,23.8,5.1,8.1,1.6,3.3,10,0.1,0.6,2.6,1.2,11.8,NaN,27.4
62,36,11.4,1.3,3,0.1,0.2,1.6,0.6,0.3,0.1,0.5,3.7,NaN,0
73,25,19.2,3.3,6.9,1.5,1.9,4.9,1.1,0.5,0.4,1.4,8,NaN,11.3
24,27,26.1,2.4,7,0.6,0.8,3.4,1.2,1,0.4,1,7.3,NaN,0
71,24,25,3.2,7.6,0.9,1.3,2.8,1.2,0.8,0.4,0.9,8.8,NaN,10.8
30,24,6.4,0.6,1.8,0.3,0.3,0.5,0.4,0.3,0.1,0.3,1.9,NaN,4.9
61,28,18.8,1.9,3.5,0.5,1.7,5.8,0.5,0.5,0.8,1,4.3,NaN,17.4
62,25,24.9,3.1,7.6,0.7,1,3.6,2.2,1.3,0.3,1.5,8,NaN,9.9
47,24,20,3.1,8,1,1.3,1.9,2.1,0.6,0.1,1.3,9.2,NaN,10.7
67,26,25.8,5,11.9,4.5,5.2,2.3,4.2,0.9,0.1,2.1,16.4,NaN,24.8
55,26,15.1,2.6,6.7,0.6,1,1.8,3.3,0.7,0.1,1.4,6.1,NaN,18.7
77,31,17.7,2.9,7,1,1.2,1.7,3.4,0.4,0,0.9,7.5,NaN,13.3
73,26,19.3,3,6.3,1.6,2.8,6.2,0.8,0.5,0.5,1.3,7.6,NaN,8.1
78,31,30.9,5.7,12,2.3,2.6,2.1,1.8,0.5,0.1,1.2,16.4,NaN,14.9
70,29,29.7,4.5,10.8,0.8,1,3.1,2.8,1.2,0.3,1.4,12.1,NaN,12.2
74,22,15.3,2,4.7,0.9,1.3,2.2,1,0.5,0.4,1,5.2,NaN,7.1
24,25,6.8,1.1,2,0.3,0.4,1.9,0.2,0.2,0.2,0.6,2.6,NaN,11.3
23,27,11.1,1.8,3.4,1,1.4,2.7,0.1,0.1,0.9,0.8,4.6,NaN,8.4
19,22,29.9,3.7,8.9,3.4,4.5,1.9,2.1,0.6,0.1,1.7,11.9,NaN,0
25,20,29.5,5.2,10.5,1.8,2.6,5.5,1.7,1.2,0.2,1.9,12.3,NaN,17.1
16,24,5.4,0.6,1.4,0.6,1.3,1.6,0.1,0.4,0.2,0.2,1.7,NaN,0
82,24,20.1,2.8,6.6,1.3,1.7,3.6,1.1,0.9,0.3,0.6,7.7,NaN,17.7
3,23,4.4,0.3,0.7,0,0,0.7,1,0,0.3,1,1,NaN,0
64,35,26.6,5.2,13.1,3.5,3.9,1.9,2.5,0.9,0.2,1.4,15.8,NaN,13.2
63,33,22.3,3.3,8,0.4,0.6,2.3,4,0.7,0.1,1.7,8.3,NaN,12.8
62,24,17,1.6,4,1.3,1.5,2.8,0.8,0.4,0.3,0.6,5,NaN,8.8
81,25,36.8,8,18.1,8.8,10.2,5.7,7,1.9,0.7,4,27.4,NaN,36.9
70,28,19.6,3.4,5.8,1,1.5,3.7,1.4,0.8,1,1.1,7.9,NaN,7.7
57,34,11.7,1.3,3.5,0.7,0.8,1.1,0.4,0.2,0.1,0.2,4.4,NaN,3.9
15,22,9.1,1.6,2.9,0.9,1.7,2.5,0.1,0.3,0.6,0.4,4.1,NaN,4
31,19,10.7,1.2,3.3,0.5,0.9,1.4,0.4,0.3,0.1,0.2,3.4,NaN,1.7
9,35,8.1,1.7,3.9,0.2,0.2,0.3,0.9,0,0,0.3,4.6,NaN,0
19,24,4.7,0.6,1.7,0.4,0.7,0.5,0.5,0.2,0,0.4,1.8,NaN,2.9
72,29,23.8,2.8,5.9,0.7,0.9,3.1,1.8,1,0.2,0.9,7.2,NaN,12.2
58,23,27,5.4,12.2,1.7,2.2,7.6,2.3,0.8,0.7,1.3,13.3,NaN,17.3
19,21,6.6,1.1,1.9,0.8,1.5,1.8,0.2,0.3,0.3,0.4,3,NaN,1.4
80,31,28,4.5,10.2,2.5,2.8,3.1,4.7,0.9,0.2,2.4,12,NaN,21.5
61,32,14.4,1.3,3.1,0.7,1.2,3.3,0.3,0.3,0.7,0.5,3.3,NaN,0
19,34,21.9,3.3,9.4,0.9,1.2,3.5,2,0.7,0.2,0.8,9.1,NaN,0
82,29,21.8,3.1,7.2,1.5,1.9,4,1.7,0.4,0.5,1.3,8,NaN,9.3
77,37,21.3,2.4,5.8,0.5,0.6,1.6,1.9,0.9,0.2,1,7,NaN,6.6
81,28,24.6,2.5,5.3,1.1,1.8,6.5,1,0.4,0.7,1,6.1,NaN,6.1
17,29,12.7,1.1,2.6,1.3,2.2,4.5,0.9,0.2,0.5,0.5,3.5,NaN,0
51,28,7.5,1.1,1.9,0.5,0.7,2.3,0.3,0.2,0.2,0.5,2.7,NaN,3.2
78,28,31.5,5.3,12.4,3.1,3.7,4.2,1.7,0.7,0.4,1.4,15,NaN,13.4
73,27,30.5,5.6,12.2,3.8,4.4,2.5,7,1.7,0.4,2.8,15.9,NaN,21
37,25,7,0.9,1.7,0.9,1.4,1.7,0.3,0.1,0.5,0.3,2.6,NaN,8.3
29,26,14.8,1.6,3.9,0.9,1.4,1.8,0.8,0.4,0,0.7,4.4,NaN,0
65,21,21.2,1.9,5.4,1.8,3,3,1.2,0.6,1,1.3,6.3,NaN,14
6,28,6.1,0.5,1.8,0.3,0.3,0.5,0.3,0.5,0.2,0.8,1.5,NaN,0
38,27,7,0.8,1.5,0.6,0.8,1.9,0.3,0.3,0.3,0.1,2.4,NaN,4
47,23,13.5,2.2,5.3,1,1.2,2.3,0.9,0.4,0.1,0.6,6.3,NaN,11
74,26,25.8,3.7,8.8,2.9,3.6,2.6,4.6,1.1,0.4,2.2,11.2,NaN,15
44,28,8.7,1.1,2.1,0.9,1,2.4,0.3,0.2,0.3,0.5,3.1,NaN,0
2,23,1.4,0,0,0,0,1.5,0,0,0,0.5,0,NaN,0
77,26,22.3,2.9,6.7,1.6,1.8,2.7,3,0.8,0.2,1.7,7.8,NaN,13.5
50,26,10.2,1.3,3.3,0.9,0.9,0.8,1.2,0.3,0,0.7,3.6,NaN,1.5
65,25,38.7,6.5,14,5.9,7.1,5.8,3.3,1.8,0.6,1.4,20,NaN,25.6
67,30,30.6,2.8,6.4,1.6,2.6,9.6,4.7,0.7,1.1,1.8,7.2,NaN,16.7
60,27,24.4,3.7,8.9,2.4,2.7,1.7,1.3,1,0.1,1,11.1,NaN,6
51,23,9.7,0.9,2.4,0.2,0.3,0.8,0.5,0.1,0,0.5,2.7,NaN,1.2
79,27,21.2,1.9,4.5,0.4,0.5,2.2,2.3,0.9,0.1,1.2,5,NaN,6.7
80,34,34.9,5.6,12.8,1.8,2.2,4.8,3.7,0.7,0.2,1.7,14.4,NaN,16.3
49,32,8.3,0.7,1.3,0.3,0.4,1.9,0.1,0.2,1,0.2,1.8,NaN,2.6
48,28,12.8,1.5,3.1,0.4,0.5,4,0.3,0.2,0.5,0.5,3.5,NaN,0
69,31,12.4,1.2,2.1,0.3,1.2,4,0.4,0.6,0.4,0.6,2.7,NaN,0
24,23,11.2,1.5,3.7,0.8,1.2,3.2,0.5,0.3,0.4,0.9,3.9,NaN,11.9
67,24,18.3,2.9,5.2,1.2,2,4.7,0.9,0.4,2,1.3,7,NaN,12.1
24,24,12.4,2,4.1,0.7,0.8,1.6,0.5,0.4,0,0.3,5.6,NaN,5
21,32,12.9,2,5,0.2,0.2,0.8,2.9,0.4,0,0.8,4.7,NaN,0
21,35,12.8,0.8,2.3,0.1,0.2,1,0.6,0.4,0.2,0.2,2,NaN,0
79,24,35.9,6.6,14.8,3.6,4.6,4.6,10,1.7,0.6,3.8,17.6,NaN,30.8
34,22,10.8,1.3,3.5,0.4,0.8,1.9,0.5,0.1,0.1,0.7,2.9,NaN,5
63,26,13.1,1.9,4.3,0.6,0.9,3.3,0.7,0.3,0.1,0.6,4.5,NaN,13.3
75,28,16.4,2.3,5.1,0.7,0.9,3.8,0.9,0.6,0.2,0.6,6,NaN,7.7
80,23,26.2,4.7,8.2,2.7,3.5,8.7,0.5,0.4,1.2,1.4,12,NaN,21.1
30,20,8.3,1.2,2.9,0.5,0.8,0.9,0.5,0.5,0.2,0.5,3.1,NaN,5.5
59,23,25,4.5,10.1,2.2,2.7,3.2,3.5,0.9,0.2,1.6,11.9,NaN,16.4
36,28,14.7,1.7,4.4,0.3,0.3,1.2,1.9,0.6,0.1,0.9,4.6,NaN,12.4
14,24,8.7,1,2.5,0,0,1.1,0.5,0.1,0,0.3,2.7,NaN,15.1
70,27,26.8,5.1,11.1,1.8,2.4,7.9,1.5,0.5,0.7,1.5,12,NaN,14.3
20,26,8.7,1.1,2.1,0.5,0.7,1.3,1.1,0.3,0,0.6,2.7,NaN,4.1
42,33,30.2,3.5,8.4,0.7,0.8,3,4.7,0.7,0,1.8,9.1,NaN,13.6
17,28,17.4,1.6,3.1,0.5,0.8,2.6,1.9,0.7,0.2,1.3,4.2,NaN,6.8
83,29,27.7,5,11.9,1.5,3.1,6.4,3.3,1,1.4,2.5,12.4,NaN,9.5
40,25,32.6,6,13.4,1.6,1.9,3.4,6.9,1.6,0.6,2.3,14.8,NaN,21.4
1,20,13.6,1,3,0,2,0,0,0,0,1,2,NaN,19.4
41,25,17.4,2.1,4.3,1,1.1,3.3,0.9,0.7,0.7,0.6,5.3,NaN,0
59,26,11.1,1.5,4,0.6,0.8,1.2,0.8,0.7,0.2,0.5,4.3,NaN,6.1
62,20,17.8,2.8,6.2,1.4,2.1,6.2,0.8,0.8,1.1,1.4,6.9,NaN,13.2
62,22,21.8,2.8,7,1.6,2.1,3.2,1.2,0.7,1.1,1.7,7.9,NaN,3.3
1,26,5.5,0,1,0,0,0,0,1,0,0,0,NaN,0
64,24,31.8,6.2,12.8,3.2,3.9,7.2,2.5,2.3,0.8,1.5,16.5,NaN,26.7
64,24,22.2,3.9,8.3,1.5,2.1,4.7,1.7,1,0.6,1.5,10.3,NaN,13
62,25,34.2,6.1,15.8,3.8,4.6,3.5,5.1,1.4,0.5,1.6,17.3,NaN,24.4
28,23,14.9,1.6,3.6,0.3,0.3,1,3.1,0.8,0,1.3,4.2,NaN,6.5
68,30,16.9,1.5,3.3,0.6,1.2,4.7,0.8,0.2,0.6,1.4,3.6,NaN,7.1
75,25,27.8,5,9.8,2.7,3.8,8.9,1.2,0.8,0.8,1.6,12.6,NaN,19.6
75,25,17.6,1.9,4.4,0.8,1.3,3,1,0.7,0.4,1,5.2,NaN,16.8
82,22,31.5,4.8,11.9,1.3,1.9,3.1,1.3,1.1,0.2,1.1,12.7,NaN,15.2
11,37,9.5,0.8,2,0.2,0.2,1.7,0.5,0.5,0.5,0.3,1.8,NaN,0
27,26,33.8,8.8,17.3,5.4,6.3,6.6,4.1,0.9,0.9,2.7,25.4,NaN,36.8
47,39,20.3,3,6.5,0.8,1,6.6,1.6,1,0.4,1,6.9,NaN,8.4
75,26,33.8,5.5,12.7,3.4,4.3,9.7,2.2,0.7,0.5,1.6,16.4,NaN,23.4
39,32,33.4,6.8,16,4.4,4.9,3.6,2.3,0.8,0,1.9,20,NaN,8.8
79,25,15.6,2.9,5.7,0.7,1,3.6,0.7,0.1,0.7,1.2,6.6,NaN,6.7
79,23,30.1,5.1,11,1.7,2,4.4,2.3,1.5,0.1,1.4,13.4,NaN,21.9
66,34,24.4,2.2,5.8,0.5,0.8,1.8,2.2,0.7,0.2,1.1,5.7,NaN,5.3
77,25,31.9,7.8,16.9,2.9,3.3,3.2,2.9,1.1,0.8,1.9,21.7,NaN,21.6
35,36,34.5,7.6,20.4,5.6,6.9,5.7,5.6,1.3,0.2,3.7,22.3,NaN,15.6
81,26,16.6,2.2,4.4,0.7,1,5.3,0.5,0.4,0.8,0.9,5.2,NaN,11.4
43,24,18.5,1.6,4.6,0.3,0.4,2.7,2,0.7,0.3,1.3,4.2,NaN,4.4
64,30,21,3.3,7,1.4,1.8,6.5,0.9,0.5,0.4,0.7,8,NaN,9.1
33,21,10.9,0.9,2.7,0.3,0.4,2.2,0.8,0.5,0.2,0.3,2.2,NaN,8.8
75,34,32.2,3.9,8,1.4,1.6,4.1,2.6,0.7,0.6,1.4,12.1,NaN,12.5
70,29,34.5,6.1,14.9,3.6,4.5,4.7,6.8,1.6,0.2,2.5,17.8,NaN,27.7
51,25,16.2,2.3,4.7,0.9,1.1,3.9,1.2,0.6,0.8,1.1,5.8,NaN,9.3
80,27,21.8,2.2,5.6,0.5,0.7,2.4,1.1,0.6,0.3,0.7,6,NaN,4.7
75,23,36.4,7.7,16.5,4.2,4.9,3.2,5.2,1.5,0.3,2.5,21.7,NaN,21.5
71,29,35.4,9.3,19.9,4.3,5.1,10.2,1.7,0.7,1,1.7,23.4,NaN,23.5
61,24,25.8,3.4,9,1.1,1.8,4.5,3.9,0.6,0.1,2.1,8.2,NaN,11.7
62,27,24,2.9,7.1,1.2,1.6,3.1,1.1,0.6,0.1,1.2,7.1,NaN,8.9
26,27,8.3,0.8,1.6,0.2,0.2,1,0.6,0.4,0,0.3,1.8,NaN,0
45,23,32.4,4.5,11.4,1.4,1.7,4.2,3.3,1.2,0.3,1.4,11.8,NaN,10.9
12,25,18.3,1.7,4.8,0.2,0.3,1.3,3.8,0.5,0,2.1,3.8,NaN,0
27,26,21.7,3.2,6.4,0.9,1.8,6.1,0.9,1,1.4,1,7.3,NaN,0
63,26,17,2.2,4.7,0.5,0.7,5.1,1.2,0.2,0.7,0.6,5,NaN,10.9
69,30,36.1,9,18.5,5.4,7.7,6,7.4,1.6,0.7,3.9,25.3,NaN,34.1
66,32,14.9,2.8,5.8,0.9,1.1,1.4,1.5,0.6,0.1,0.7,7.1,NaN,7.8
5,30,11.1,1.2,2.8,0.6,0.8,1.6,1,1.2,0.2,0.6,3.6,NaN,0
29,24,18.9,1.8,4.2,0.4,0.7,2.4,3.1,1,0.2,1,4.2,NaN,4.1
53,32,17.7,2.1,4.8,0.8,1.6,5.1,1.3,0.4,1,1.2,4.9,NaN,3.2
80,28,25.2,4.7,11.6,4.3,4.9,1.9,2.1,1.1,0.1,1.3,15.5,NaN,16
67,28,28.6,3.7,9.5,1.4,2.4,4.9,1.6,1.2,0.3,1.5,9.9,NaN,5.2
6,22,3.8,0.3,1.3,0.3,0.7,1.8,0.2,0.3,0,0.3,1,NaN,4.5
81,35,20.5,3.7,7.9,2,2.8,6.5,1.3,0.6,0.2,1.2,9.4,NaN,11.6
63,26,13.2,1.5,3,0.2,0.3,1.8,0.4,0.3,0.2,0.4,4.1,NaN,8.3
47,34,14.5,1.6,3.7,0.4,0.4,1.4,2,0.4,0.1,0.8,4,NaN,0
72,30,33.6,5.1,10.9,2.7,3.5,5.2,1.9,0.9,0.3,1.5,14,NaN,16.6
1,25,2,0,1,0,0,0,0,0,0,0,0,NaN,0
17,26,11.4,1.1,2.4,0.5,0.8,3.3,0.4,0.2,0.1,0.8,2.6,NaN,0
70,37,22.7,3.6,8.4,2.1,2.9,3,4.2,1,0.3,2.2,10.5,NaN,13.7
81,30,33.2,6.5,13.2,4.3,5.4,7.8,3.8,0.9,1.6,2.2,17.4,NaN,23.8
82,31,29.9,5.4,9.5,1.5,2.1,8.7,1.2,0.6,1.3,1.2,12.2,NaN,23.1
62,29,22.4,3.2,7.6,1.4,1.6,2.5,1.5,0.5,0,1,9.2,NaN,9.5
81,25,25.2,4.1,9.4,0.9,1.4,4.8,1.6,0.8,0.2,0.9,10.4,NaN,17
67,21,27,2.6,7.1,1.2,1.9,3.3,3.1,1.5,0.3,1.3,7.8,NaN,13.2
48,28,15,2.9,7.2,1,1.2,1.8,0.8,0.6,0.1,0.6,7.9,NaN,9.6
80,29,29.6,3.3,8.3,2.6,3.3,2.6,3.8,1.5,0.1,2.2,10.2,NaN,15.1
47,23,16.6,1.6,4.5,1,1.2,2.3,0.8,0.7,0.3,0.6,4.6,NaN,7.5
82,25,31.5,6.2,13.4,2.2,2.8,6.2,2.3,1.2,0.5,2.1,15.3,NaN,15.9
76,27,15.9,4.2,8.5,2,2.3,4.3,0.9,0.3,0.4,1.1,10.4,NaN,9.1
32,28,11,0.8,2.8,1.5,2,1.4,0.5,0.2,0,0.7,3.3,NaN,0
78,29,26.1,2.7,6.3,0.8,1.1,4.9,1.3,0.9,0.5,0.8,7.4,NaN,16.6
82,25,21.3,3.4,6,1.9,3.9,6.2,0.9,0.8,0.8,1.3,8.7,NaN,18.8
76,35,29.9,3.6,8.2,1,1.3,4,1.5,0.9,0.7,1.1,10.1,NaN,15
72,35,13,1.3,3.2,0.4,0.5,1.6,0.7,0.1,0.2,0.2,3.7,NaN,3.1
67,24,20.6,1.7,4.6,0.4,0.6,1.9,3,0.4,0,0.9,4.8,NaN,12.2
45,22,15,1.4,3.5,0.5,0.9,2.4,0.6,0.7,0.2,0.6,3.5,NaN,9.4
55,23,15.4,2.3,4.5,0.5,0.6,4.5,0.6,0.2,0.3,0.7,5.9,NaN,12.6
24,26,21,3.8,8.8,0.8,1.1,3.7,1.3,0.6,0.5,1.5,8.8,NaN,15.2
66,23,32.6,5.5,13.9,3.1,4.4,5.3,6.7,1.7,0.5,3.8,14.6,NaN,20.3
55,21,28.9,4.1,8.8,2.7,3.9,7.6,1.4,0.5,0.7,1.1,10.9,NaN,17.1
70,27,31.8,5.6,12.6,3.1,3.6,3,5.4,1.3,0.2,2.2,15.8,NaN,19.5
63,34,29.2,3.3,7.6,1.1,1.4,3.9,1.8,0.6,0.3,1,9.4,NaN,8.9
52,35,13.5,0.7,2.2,0.1,0.1,1.8,0.9,0.3,0.1,0.4,2.1,NaN,3.2
40,23,12.6,2.1,3.8,0.6,0.6,3,0.6,0.4,0.5,0.5,4.9,NaN,5.5
68,26,16.5,3,6.7,0.9,1.1,2.9,1.1,0.4,0,0.6,7.8,NaN,8.3
73,26,16.4,1.9,3.5,0.3,0.6,4.4,0.5,0.6,0.9,0.7,4,NaN,9.1
5,27,4.6,0.6,1.6,0.4,0.4,1,0,0.2,0,0.4,1.6,NaN,0
40,29,22.3,3.1,8,0.8,1.2,4.9,1.2,0.4,0.4,1.3,8.5,NaN,12.8
32,23,15.2,2.8,5.2,0.8,1.3,5.2,0.4,0.5,0.5,1,6.3,NaN,2
68,32,29.1,5,12.6,2.4,2.8,2.6,6.2,0.7,0.2,2.5,14.2,NaN,10
80,29,33.7,7.5,16.9,2.9,3.8,2.4,4.1,1.9,0.3,2.5,18.9,NaN,19
42,31,14.1,2.1,6.1,0.7,1.1,1.2,2.3,0.5,0.1,0.7,5.7,NaN,2
21,24,11.7,1,2.7,0.1,0.3,1.6,1,0.4,0.1,0.6,2,NaN,0
23,37,5.6,0.6,1.3,0,0.1,1.7,0.1,0.2,0.2,0.3,1.2,NaN,2.6
67,32,25.3,4.6,9,1.8,3,5.1,1.8,1,0.3,1.9,11,NaN,13.8
75,21,30.8,4,8.7,1.9,3.1,8.1,1.7,1.8,1.9,1.9,9.9,NaN,21.1
58,26,14.4,1.8,4.3,0.4,0.8,1.8,2.5,1.1,0.1,1.1,4.2,NaN,0
66,34,16.7,1.6,3.8,0.7,1,3.8,1.4,0.5,0.4,0.7,4.1,NaN,6.1
28,22,9.4,0.9,2.7,0.6,0.9,1.4,0.4,0.3,0.1,0.7,2.6,NaN,0
42,30,23.8,4.1,11.3,3.1,3.5,2.3,1,0.5,0.3,1,13.4,NaN,6
