@RELATION players

@ATTRIBUTE gp numeric
@ATTRIBUTE age numeric
@ATTRIBUTE min numeric
@ATTRIBUTE fgm numeric
@ATTRIBUTE fga numeric
@ATTRIBUTE ftm numeric
@ATTRIBUTE fta numeric
@ATTRIBUTE reb numeric
@ATTRIBUTE ast numeric
@ATTRIBUTE stl numeric
@ATTRIBUTE blk numeric
@ATTRIBUTE tov numeric
@ATTRIBUTE pts numeric
@ATTRIBUTE season numeric
@ATTRIBUTE fppg numeric

@DATA
69,20,37.8,5.8,14.1,4.4,5.7,4.6,8.3,1.8,0.5,3.8,16.4,NaN,25.9
63,24,10.8,0.8,1.5,0.6,0.9,2.9,0.3,0.2,0,0.4,2.2,NaN,2.8
53,22,18.5,2,5.6,0.6,0.8,1.5,3.4,0.6,0.1,2.1,5.3,NaN,7.4
42,22,24.4,4.6,11.9,1.7,2,2.5,2.8,0.9,0.1,2,11.7,NaN,14.6
73,24,24.6,3.5,8.9,1.1,1.4,2.4,5,0.8,0.1,1.9,9.6,NaN,13.2
72,23,15.6,2.4,4.9,0.8,1.2,4.3,0.4,0.2,0.7,0.9,5.6,NaN,9.4
68,29,30.9,3.9,8.8,1.3,1.5,3,8.9,1.2,0.1,2.2,9.8,NaN,20.2
54,28,16.6,2.2,4,0.5,1.1,2.9,0.8,0.6,0.4,0.8,5,NaN,6
18,31,22.7,3.2,9,1.6,2.6,4.1,1.3,0.7,0.3,1.1,8.4,NaN,10.1
72,24,22.2,2.9,5.4,1.2,1.7,5.3,2.1,0.7,0.8,1.3,7.4,NaN,7
54,28,12.1,1.7,3.9,0.7,0.8,2.5,0.4,0.1,0.1,1,4.1,NaN,0
77,25,34.3,6.5,13.5,3,4.1,8.5,3.3,1.3,1.6,2.6,16.5,NaN,27
82,21,35.4,5.4,12.2,2.1,2.5,4,6.5,1.5,0.4,2.7,14,NaN,17.5
52,24,14.7,1.6,3.1,0.4,0.8,2.3,1.1,0.8,0.4,0.8,3.6,NaN,0
57,38,10.4,1,2.2,0.5,0.6,2.1,0.4,0.2,0.1,0.4,2.4,NaN,3
82,31,17.8,1.5,3.7,0.3,0.4,1.8,1.2,0.5,0.1,0.5,4.4,NaN,4.8
29,26,25.6,2.3,4.5,1.4,2.5,8,0.9,0.3,0.9,1.9,6,NaN,13.5
48,33,25.7,3.9,7.5,0.9,1.5,6.2,2.3,0.9,0.7,1.2,8.6,NaN,9
78,22,38.9,9.1,19.7,7.6,8.7,6.8,2.7,1.1,1,2.8,27.7,NaN,34.8
71,35,31.3,6.1,11.6,2.6,3.1,8.9,2.4,1.3,0.8,1.6,14.9,NaN,23.8
73,22,35.8,6.6,14.1,5.8,6.8,15.2,2.5,0.6,0.4,2.1,20.2,NaN,33
80,28,32.5,6.9,15.8,7.4,8.4,3.2,2.5,1,0.2,2.3,23.5,NaN,16.6
58,21,10.9,1.1,2.5,0.4,0.5,2.6,0.2,0.3,0.5,0.7,2.7,NaN,12.7
80,31,22,2.6,6.5,1,1.2,1.5,3,0.7,0.1,1.1,7.1,NaN,4.7
72,30,30,3.9,8.7,1.5,1.8,2.5,4,1,0.2,1.7,10.2,NaN,9.9
82,32,33.9,9,20,5.9,7.1,5.1,4.7,1.2,0.1,3,25.3,NaN,28.5
50,22,8.7,1.4,3,0.5,0.9,2.6,0.1,0.2,0.5,0.6,3.2,NaN,11.1
74,26,27.8,4.1,7.9,1.7,2.6,10.4,1.1,0.4,1.1,1.4,10,NaN,23.4
52,38,22.7,1.8,3.6,0.4,0.6,5.8,1.2,0.6,0.8,0.8,4.1,NaN,7.4
66,29,26,2.9,5.7,2.1,3.5,6.8,0.7,0.4,0.6,1,7.9,NaN,11.3
82,30,20.1,3,6.8,0.9,1.1,1.8,1.5,0.4,0.2,0.7,8.3,NaN,10.1
75,25,34.2,4.6,10.8,2.6,3.3,4.1,6.7,1.4,0.3,2.1,13.5,NaN,23
5,25,13.9,1.8,5,1.4,1.6,2,1.4,0.4,0.4,1.4,5.6,NaN,0
53,24,8.6,0.8,1.9,0.3,0.9,2,0.3,0.1,0.3,0.5,2,NaN,5
81,25,39.6,8.7,17.5,4.3,5.5,8.8,2.1,1,1.2,1.9,21.8,NaN,26.6
82,31,32.2,5.8,10.9,2,3,8.7,3,0.6,0.7,1.7,14.4,NaN,8.9
12,20,9.6,1.1,3.3,0.9,1.2,1.5,1.8,0.3,0,1.3,3.1,NaN,4.3
82,23,31,3.6,7.3,1.4,1.8,6.4,1.9,1,0.2,1.3,9.7,NaN,13.5
12,28,11.9,1.3,2.7,0.3,0.8,1.3,0.7,0.8,0.4,0.4,3.3,NaN,3.6
60,22,14.5,1.9,4.5,0.5,0.8,3,0.3,0.4,1.2,0.6,4.3,NaN,7.9
42,24,10,1.3,3.7,0.8,1,1.7,0.7,0.3,0.2,0.5,3.8,NaN,1.5
79,26,38.8,9.6,18.8,6.4,8.4,7.5,7,1.6,0.6,3.6,26.7,NaN,36.7
58,28,24,5.1,11.3,1.9,2.4,1.7,2.1,0.9,0.1,1.4,13.3,NaN,10.9
30,27,10.9,2,4,1.3,2.4,2.1,0.2,0.3,0.1,0.4,5.3,NaN,0
11,26,6.7,0.5,2.2,0.2,0.4,0.5,1.5,0.4,0.1,0.6,1.6,NaN,12.4
39,26,26.5,4.6,10.4,1.1,1.7,4.5,1,0.5,0.2,1.7,11.2,NaN,11.1
46,28,15,1.8,4,0.7,1.9,4,0.4,0.3,0.7,0.5,4.3,NaN,6.7
75,24,23.3,4.3,10.6,3.9,4.7,2,3.4,0.6,0.2,1.4,13.7,NaN,14.9
79,24,26.5,2.5,5.4,1.7,2.4,5.3,0.9,0.9,0.4,1,6.7,NaN,12.2
74,31,32.6,7.7,15.3,2.9,3.9,8.2,2.5,0.6,0.6,2,18.3,NaN,19.8
24,22,5.7,0.6,2.3,0.1,0.4,1.3,0.3,0.1,0.1,0.3,1.5,NaN,6.2
49,23,13.1,1.6,4.2,0.4,0.5,2.9,0.6,0.3,0.3,0.3,3.9,NaN,4.1
71,30,30.4,4.5,9.6,1.7,1.9,2.8,5.4,1.3,0.1,2.2,11.8,NaN,16.6
54,31,9,0.7,2.1,0.1,0.2,1.2,1.1,0.2,0.1,0.6,1.7,NaN,4.4
82,26,39.1,6.5,14.1,3.1,4.1,5.8,2.8,1,0.6,1.9,17.4,NaN,19.3
36,28,16.3,1.9,4.6,1.1,1.4,1.7,1.9,0.3,0.3,0.9,5.6,NaN,0
18,33,9.9,0.6,1.7,0.1,0.1,1.8,0.2,0.1,0.2,0.2,1.3,NaN,0
54,21,17.3,2,5.4,1.3,1.7,2.6,1.6,0.6,0.1,1.2,5.9,NaN,8.2
80,33,30.3,5.5,12.7,4.5,5.1,3.7,4.9,1.5,0.4,2.2,17.4,NaN,19.4
81,26,31.9,4.5,8.5,2.7,3.6,7,2.5,0.9,1.7,1.8,11.7,NaN,24.2
80,27,25.4,4.2,7.5,1.8,2.4,7.9,0.9,0.5,1.1,1,10.2,NaN,23.4
80,25,24.5,3.8,8.6,1.2,1.6,1.9,1.2,0.5,0.1,1,10.5,NaN,11.3
3,29,7.3,0,0.7,2,2.7,0.3,1,0.3,0,0.7,2,NaN,0
59,37,26.1,2,5,0.7,1.2,10.3,2.1,0.7,1.6,1.1,4.7,NaN,15.6
4,24,4.6,0.5,0.8,0,0,0.8,0,0,0.3,0.3,1,NaN,0
73,24,24.3,4.8,11.1,2,2.5,3.5,1.8,0.9,0.1,1.3,12.8,NaN,18.3
70,25,22.6,2.2,5.5,0.8,0.9,2.1,2.5,1.1,0.1,1.3,6.4,NaN,15.2
6,27,19.3,1.5,3.5,0.5,0.8,1.8,1.7,1.2,0,0.3,3.7,NaN,0
49,30,19.1,2.3,4.7,0.8,1.2,2.3,1.3,0.8,0.4,0.8,5.5,NaN,5.1
64,23,11.5,2.3,4.5,0.9,1.1,3.3,0.5,0.1,0.3,0.6,5.4,NaN,13
46,24,23.8,3.3,7.4,2,2.7,3.2,1.2,0.6,0.2,1.3,9.8,NaN,9.7
65,25,28.7,3.8,8.3,2.3,2.7,4.8,1.4,0.5,0.4,1,10.4,NaN,13.2
53,31,19.2,2.5,5.3,1.1,1.5,4.3,1.3,0.7,0.4,1.1,6.7,NaN,13.8
66,31,21.7,2.6,5.6,0.5,0.7,3.6,0.9,0.4,0.3,0.4,7.3,NaN,8.5
54,30,10.8,1.6,3.7,0.7,1,1.3,0.4,0.3,0.1,0.4,4.4,NaN,3.2
4,27,7.2,1.5,2.8,0,0,0.5,0.3,0.3,0,1,3.8,NaN,0
73,32,21.2,2.4,5.8,0.7,0.8,2.1,0.6,0.5,0.2,0.5,6.3,NaN,4.3
13,32,13,1.7,4.8,1.2,1.5,2.3,1.5,0.3,0.3,0.5,4.9,NaN,11.2
30,33,12.2,0.9,1.7,0.4,0.7,2.5,0.5,0.1,0.4,0.5,2.3,NaN,0
82,31,29.4,3.2,8,1.1,1.7,3.3,2.1,1.5,0.4,1.1,8.5,NaN,10.8
73,22,32.3,7.7,17.1,3,4,5.6,2.2,0.7,0.7,2.7,19.2,NaN,12.8
10,31,13.4,1.8,4.5,0.4,0.4,0.8,1.2,0.2,0.1,0.4,4.4,NaN,6.6
57,29,19.4,2.5,6.4,0.7,1,2.2,0.6,0.5,0.4,0.7,7.2,NaN,7.9
80,33,28.6,3.1,7.2,0.5,0.8,2.4,3.3,0.6,0.1,1.3,8.6,NaN,5
81,23,35.5,5.2,11.8,2.2,3,3,6.5,1.8,0.2,2.2,13.7,NaN,19.5
61,30,27.6,3.9,8.5,1.6,2,4.5,1.7,0.7,0.5,1.1,11.2,NaN,14.5
4,28,3.9,0.8,1.5,0.5,1,1.3,0.3,0,0.3,0.3,2,NaN,0
41,31,20.4,2,4.9,0.6,0.8,4.5,1.2,0.5,0,1,5.6,NaN,8.6
58,28,30.8,5,12.6,2.6,3.1,2.6,6.6,0.9,0.2,2.9,14,NaN,14
80,25,40.3,9.1,20.1,4.3,5.4,3.5,5.6,2.1,0.3,3.2,24.1,NaN,23.5
4,33,5.7,0.5,1.3,0,0,0.8,0.3,0,0,0,1,NaN,0
22,26,7.2,1,2.7,0.4,0.7,1,1.1,0.2,0.1,0.8,2.3,NaN,0
59,27,17.2,2.5,6.4,0.6,0.7,1.5,1.9,0.5,0.1,1.2,6.8,NaN,14.5
75,33,17.1,3.1,6,0.9,1.5,4.9,0.3,0.4,0.7,0.9,7.1,NaN,5.4
71,27,22.1,3.3,6.4,1.6,2.1,4.7,0.4,0.4,0.4,0.8,8.1,NaN,0
75,28,30.5,5.4,8.7,3.8,5.4,7.6,2,1.1,1,1.8,14.5,NaN,21.7
71,30,21.5,1.9,3.4,0.8,1,4.5,1,0.6,0.4,0.8,4.6,NaN,10.5
64,26,31.8,6.4,14.6,2.9,3.6,2.7,1.2,0.7,0.3,1.4,17.4,NaN,11.6
80,22,31.5,4.6,10.1,1.7,2.1,4.5,1.5,0.9,0.6,1,12.4,NaN,17
65,25,13.7,2.1,4,1.3,1.8,3,0.4,0.3,0.5,1.4,5.5,NaN,19.8
71,23,26.3,4.3,10.5,1.4,1.8,2.4,2,1,0.4,1.4,11.3,NaN,14.5
82,24,12.1,1,1.7,0.9,1.8,3.7,0.4,0.2,0.7,0.8,2.8,NaN,9.4
71,23,24,3.2,7.7,1,1.4,4.3,1,0.8,0.2,1,8.6,NaN,9.2
3,29,1.8,0.3,0.7,0.3,0.7,0,0.3,0.3,0,0,1,NaN,0
17,25,19,1.8,3.8,1.8,2.7,3.9,1.2,1,0,0.8,5.5,NaN,0
3,23,7,0.7,2,1,1,1,0.7,0.3,0,1,2.3,NaN,0
7,27,2.7,0,0.7,0.4,0.6,0.3,0.3,0,0.1,0.1,0.4,NaN,0
52,22,16.7,2.9,5.1,0.6,0.8,3.8,0.8,0.3,0.7,0.6,6.3,NaN,10
64,22,12.2,2.1,5.1,0.6,0.7,0.8,1.7,0.4,0,1,5.5,NaN,12.6
82,30,37,7.2,13.7,4.3,5.2,10.2,3.3,0.6,1.6,1.7,18.8,NaN,27.6
61,21,20.7,2.9,6.5,1.3,1.7,3.7,1.1,1,0.4,1.1,7.8,NaN,18.1
76,26,34.3,6.9,13,3.4,4.4,7.6,2.5,1.4,0.9,1.9,17.3,NaN,24.5
80,33,34.7,6.3,12.8,4.8,5.6,5.4,3.3,1,0.6,2.1,18.9,NaN,24.5
33,34,18.7,3,6.9,0.7,0.8,2.3,0.9,0.4,0.1,0.5,8.5,NaN,0
62,27,13.8,1.7,4.2,0.6,0.7,1.1,2.6,0.5,0,0.8,4.1,NaN,0
7,27,5,0.1,0.4,0,0,1.6,0.3,0,0,0.3,0.3,NaN,0
57,31,16.8,1.5,4.5,0.6,0.8,3.1,0.7,0.4,0.1,0.6,4.4,NaN,6.5
66,23,11.1,1.1,2.7,0.4,0.5,1.3,0.4,0.3,0.2,0.2,2.8,NaN,5.2
36,30,9.8,0.7,1.6,0.1,0.4,0.8,0.3,0.1,0.2,0.2,1.6,NaN,0
68,34,30.8,2.8,6.9,1.3,1.5,2.6,1.7,0.8,0.2,0.9,8,NaN,7.1
68,25,37.2,4.7,9.9,1.1,1.9,4.4,11.2,2.3,0.2,3.4,10.6,NaN,26.6
81,25,26.3,4.5,9.6,4.3,5.2,3.1,5.2,0.7,0.1,2.2,13.3,NaN,17.2
63,27,24.6,3.3,8.4,2.1,2.4,1.6,2.7,0.7,0.3,1.5,9.8,NaN,11.4
57,31,32,4.4,10.2,1.4,1.7,5.1,1.6,0.9,0.5,1.5,11.7,NaN,9.9
47,32,16.4,1.7,5,0.4,0.6,1.6,0.6,0.2,0.3,0.5,4.7,NaN,3.7
80,35,36.1,6,12.2,2.4,2.7,3.4,2.7,1,0.2,1.5,16.5,NaN,16.4
75,27,36.5,5.7,13.4,2.6,3.2,3.6,8.3,1.7,0.1,2.9,15.5,NaN,17.9
30,31,26.6,1.4,3.4,1.6,2.9,11.5,1.3,1,0.2,1.3,4.4,NaN,7.1
80,24,20.3,3.4,7.2,1.3,1.7,2.7,1.5,0.4,0,0.7,9.2,NaN,9.8
8,26,7.8,0.8,1.6,0.4,0.5,0.9,0.3,0.5,0.3,0.1,2,NaN,4.8
55,33,27.2,5.2,12.2,2.7,3.1,2.3,3.1,0.7,0.1,1.6,14.1,NaN,12.9
81,31,30.4,3.8,7.9,1.8,2.4,3.8,1.3,0.5,0.4,1.1,11,NaN,10.8
67,23,14.8,2.7,5.3,1.1,1.5,3.2,0.1,0.3,0.7,0.7,6.4,NaN,8
27,27,12.4,1.7,4.1,0.7,1,1.8,0.4,0.4,0.2,0.6,4.7,NaN,0
70,25,31.2,5.2,11.8,4.7,5.4,3.1,5.2,1.1,0.1,2.2,15.5,NaN,16.9
28,23,17.7,3.4,8,0.8,1.1,1.9,2.3,0.7,0.3,1.7,8.4,NaN,12.5
26,30,12.3,1,3,0.3,0.4,1.7,0.8,0.2,0.1,0.2,2.9,NaN,5.6
3,30,4.3,0.3,1.3,0,0,1,0.3,0,0,0,0.7,NaN,0
81,26,22,2.5,5.3,1.1,1.6,3.2,1.7,1.3,0.3,0.7,6.2,NaN,10.2
59,28,12.1,1.3,3.6,0.5,0.7,1,0.9,0.7,0.1,0.9,3.3,NaN,7
64,28,17.8,1.6,2.5,1,1.5,3.2,1.4,0.5,1.1,0.6,4.2,NaN,9
81,24,27.7,5.1,11,2.5,3.4,7.5,2,0.4,1.8,2.3,12.7,NaN,21.5
25,29,6.2,0.6,1.5,0.1,0.1,0.6,0.3,0.2,0,0.2,1.6,NaN,2.2
78,26,23.3,2.7,7.4,1.6,1.9,2.2,2.5,1.1,0.2,1.1,8.6,NaN,11.1
54,24,39.8,7.6,16.1,3.6,4.5,6.2,2.8,1.7,1.1,2.5,19.8,NaN,22.6
82,22,34.7,7.5,17,6.5,7.7,4.6,8.2,1.9,0.4,3.9,21.9,NaN,27.8
64,23,22.3,3.5,8.2,1.5,1.8,5.5,0.8,0.5,0.6,0.8,10.6,NaN,19.5
76,28,27.6,2.7,6.6,0.8,1.1,3.3,1.6,0.8,0.2,0.7,7.2,NaN,3.5
70,26,16.9,1.9,3.1,1.6,2.3,2.7,0.4,0.3,0.6,1,5.3,NaN,5.3
78,26,20.2,3,6.3,1.1,1.5,2.4,0.9,0.9,0.3,0.8,7.3,NaN,4
37,22,19,3,6.5,1.8,3,4.3,0.5,0.4,0.5,1.4,7.8,NaN,7.9
80,31,24.2,3.4,7.1,1.4,1.9,8.2,0.8,0.5,1.5,1.7,8.1,NaN,15.2
31,27,11.7,0.9,2.3,0.2,0.3,1,0.5,0.3,0.2,0.4,2.5,NaN,4
67,27,24.6,3.6,8.9,1.2,1.4,2.8,2,0.8,0.1,1,9.8,NaN,0
29,35,7.2,0.7,1.5,0.2,0.3,1.4,0.1,0.1,0.2,0.4,1.6,NaN,0
37,26,19.2,2.6,6.5,1.2,1.6,1.5,3,0.7,0.1,1.7,7.2,NaN,8.4
41,24,14.5,1.5,2.7,1,1.5,2.9,0.5,0.4,0.6,0.8,4,NaN,5.6
82,21,27,4.1,7.5,1.7,2.2,7.6,0.3,0.4,2.4,0.9,9.9,NaN,18.4
82,32,29,2.8,6.2,0.8,1.1,4.5,2.3,0.8,1,1,7.6,NaN,7.5
82,25,19.1,3.3,7.8,1.1,1.2,1.9,1.2,0.8,0.2,0.9,8.7,NaN,10.7
37,39,20.3,3.6,5.4,2,3.5,4.8,0.7,0.4,1.1,1.5,9.2,NaN,0
73,25,17.3,2.5,5.4,1.5,1.7,2,2.2,0.6,0.4,1.2,6.6,NaN,8.9
80,33,28.2,5.4,10.4,1.6,2.1,6.9,1.4,0.9,0.6,1.6,12.5,NaN,17.3
64,25,20.7,2.6,6,0.6,0.8,3.7,0.7,0.6,0.8,0.7,7.1,NaN,4.9
59,27,15.4,1.7,3.7,1,1.3,4.6,0.5,0.4,0.4,0.7,4.5,NaN,11.6
20,24,3.3,0.4,1.3,0.1,0.1,0.3,0.4,0.1,0,0.2,0.9,NaN,0
12,23,4.9,0.3,1.3,0,0.2,1.2,0.2,0.2,0.2,0.3,0.5,NaN,5.4
39,26,13.5,1.3,3.1,1.1,1.6,2.9,0.8,0.3,0.6,0.9,3.6,NaN,6.2
59,24,24,3.9,8.7,1.2,1.6,2.6,1.8,0.6,0,1.5,9.2,NaN,0
81,23,21.2,3.3,7,0.6,1.1,5.7,1.5,0.4,0.9,1.2,7.2,NaN,17.9
74,23,33.6,6.8,14.2,2.9,3.1,3.9,5.8,1.5,0.3,3.1,18.6,NaN,21.6
59,29,16.2,1.4,3.4,0.5,0.6,2.1,0.7,0.2,0,0.6,3.4,NaN,0
67,33,35.9,6.5,15.8,3.7,4.6,4.5,3.6,1.2,0.4,3.1,18.5,NaN,13.3
79,31,20,1.4,3.9,0.3,0.4,2,2.2,0.5,0,0.9,4,NaN,9
75,37,33.3,5.3,10.8,3,3.3,3.5,11.4,0.6,0.1,3.5,14.7,NaN,26.2
30,28,7.2,1.2,2.2,0.3,0.3,0.9,0.1,0,0.2,0.1,3.5,NaN,8.5
24,25,12.5,1.8,4.4,0.8,1.5,1.6,1.8,0.7,0,1.1,4.6,NaN,7.5
41,28,18.9,2.2,5.8,0.9,1.2,2,3.4,0.9,0.2,1.5,5.4,NaN,8.6
80,26,21.8,2.9,6.3,1.3,1.9,5.7,0.7,0.5,1.3,0.9,7.1,NaN,12.3
78,31,32.8,6.1,12.8,1.5,2.2,4.2,2.8,0.4,0.5,1.1,14.1,NaN,13.9
21,24,13.8,2,5.5,0.7,1,2.4,1.8,0.4,0,1.6,5,NaN,10.6
79,27,25.9,2,4.2,0.7,1,4.4,1.4,1.2,0.5,0.7,5.1,NaN,9
82,23,26,5.6,10.3,1.5,2.1,5.3,1,1.1,0.3,1.2,12.7,NaN,15.8
10,38,7.1,0.1,0.6,0,0.2,1.3,0.3,0.2,0.5,0.3,0.2,NaN,0
60,26,12.3,1.7,3.2,1.3,2.3,3.4,0.4,0.5,0.3,0.5,4.6,NaN,15.1
76,35,28.4,5.5,11,2.4,3.4,8.9,2.7,0.7,1.9,1.6,13.4,NaN,22.8
45,24,11.6,1.4,3,0.8,1.2,2.7,0.3,0.3,0.6,0.8,3.6,NaN,10
81,25,24.3,3.9,9.3,1,1.3,3,3,1.1,0,1.1,10.6,NaN,7.2
72,29,20.8,3.5,6.8,1.9,2.5,2.7,1.4,1.8,0.6,1.2,8.9,NaN,14.4
38,35,9.9,1.2,2.5,0.2,0.4,2.6,0.3,0.1,0.4,0.3,2.6,NaN,4
78,29,32.4,7.1,13.7,3,3.9,3.1,6.6,1.2,0,2.6,17.5,NaN,23.7
72,32,23.4,3.2,7.1,1.3,1.8,3.5,3.5,0.9,0.5,1.4,8,NaN,8.9
82,26,28.8,3.3,8.9,1.6,2.1,4,1,0.4,0.4,0.9,9.2,NaN,4.5
75,25,34.7,4,10.2,1.8,2.6,5.4,2.2,1.6,0.4,1.6,11,NaN,17.2
65,23,16.4,2.1,3.9,1,1.6,3.9,0.5,0.4,0.6,0.6,5.3,NaN,14.7
8,26,11.8,1.5,4.1,1.1,1.3,0.9,1.4,0.1,0.1,0.6,4.3,NaN,3.4
35,31,13.3,1.2,3.3,0.6,0.9,3.2,0.7,0.4,0.1,0.6,3.1,NaN,6.6
80,23,26.3,4.3,8.6,2.2,2.8,2.6,4.7,1,0.1,1.7,11.7,NaN,23.5
70,25,21.9,4.1,8.8,2.8,3.6,5.2,0.6,0.5,0.2,1.1,11,NaN,11
57,21,37,6.7,16.4,3.6,4.7,4.8,5.6,1.5,0.5,3.2,17.8,NaN,21.3
41,24,21,3.8,8.1,2.6,3.3,5.5,0.7,0.7,1.6,1.6,10.2,NaN,8.5
74,28,27.8,3.6,5.5,2.9,4,9.4,0.4,0.5,1.1,1.2,10.1,NaN,22.6
13,31,26.5,3.4,6.6,1.2,1.5,8.2,0.5,0.5,0.2,1.1,8,NaN,12.4
73,34,28.1,5.3,12.2,1.8,2.4,3.8,2,0.9,0.3,1.2,14,NaN,12.9
74,30,15.8,1.9,4.3,0.4,0.5,2.9,1.1,0.6,0.6,0.8,5.1,NaN,7.3
58,25,9.5,1.2,2.7,0.6,0.7,0.8,0.6,0.3,0.1,0.3,3.2,NaN,6.5
62,23,19.1,2.6,6.4,0.7,0.9,1.7,1.2,0.5,0,0.9,6.6,NaN,6.2
79,23,26.2,3.4,8.6,0.8,1.2,3,1.9,0.7,0.7,1.2,9,NaN,8
82,24,33.6,5.4,11.9,3.2,3.8,3.1,2,1.2,0.1,1.7,15.9,NaN,14.4
61,28,18.4,3,6.7,1.7,2,1.2,3.2,0.9,0.1,1.4,7.9,NaN,7.5
77,29,21.7,3.5,7.9,1,1.3,2.1,1,0.5,0.2,0.9,8.7,NaN,7.7
19,21,7,0.7,1.8,0.3,0.4,0.6,1.4,0.3,0,0.4,1.9,NaN,0
72,24,33.3,6,13.2,1.8,2.2,5.7,1.7,0.7,1.3,1.4,15.3,NaN,14.1
38,20,13.9,1.7,4.2,0.9,1.4,1,0.5,0.3,0.1,0.3,4.3,NaN,6.2
5,30,18.1,3.6,7.4,3,3.2,5.4,0.8,0,1.6,1.4,10.2,NaN,0
63,23,17.6,2.3,5.5,1,1.4,3.9,0.4,0.4,0.5,0.8,5.6,NaN,3.5
24,26,12.2,2.1,5.2,0.7,0.7,0.8,2.1,0.8,0.1,1.2,5,NaN,0
75,29,36.3,8,15.8,4,5.3,12.2,2.2,0.8,0.3,2,20.1,NaN,17.1
79,27,15.7,1.4,2.9,1.7,2.3,4.2,0.7,0.4,0.3,0.9,4.4,NaN,16.3
72,36,15.9,2.3,4.4,0.5,0.6,4,0.4,0.3,0.8,0.7,5,NaN,0
44,25,12.9,1.3,4,0.6,0.8,1.4,2,0.5,0,0.7,3.9,NaN,10.4
49,27,16.6,1.7,3.3,0.5,1,5.7,0.6,0.4,0.3,1,3.9,NaN,6.4
64,32,27.5,5.4,12.1,1.9,2.8,6.1,1.4,0.9,0.2,1.8,14.2,NaN,6.2
11,26,31.6,5.2,9.4,2,2.7,7,2.2,0.9,1.3,1.5,12.4,NaN,27.4
61,27,34,8.5,17.2,2.2,2.9,9.6,2.2,0.8,1.7,1,19.2,NaN,24
66,21,22.4,2.3,5.5,1.3,1.7,4.7,1,0.9,0.5,1.4,6,NaN,16
17,29,27.1,3.2,8.4,1.7,2,2,1.5,0.3,0.2,1.5,9.6,NaN,10.4
59,20,15.9,2.6,6.1,1.8,2.4,2.2,0.9,0.5,0.1,0.9,7.2,NaN,8.6
63,25,29,3.6,8.7,2.7,3.4,5.1,1.8,1.3,0.3,1.8,10.6,NaN,13.2
47,29,32.8,6.7,13.9,4,5.2,7.8,1.1,0.8,1,2.4,17.5,NaN,17.7
64,25,24.3,3.1,5.3,0.9,1.3,6.4,1.2,0.5,1.1,1.5,7.1,NaN,18.9
25,29,31.4,4.6,8.9,1.7,2.6,11.5,1.7,1.4,0.7,1.8,10.8,NaN,28.7
26,25,24.1,3.6,9.4,1.3,1.9,5.8,1.1,0.8,0.7,1.4,8.5,NaN,14.8
6,29,7.5,0.7,1.2,0.8,1.3,1,0.2,0.3,0.2,0.3,2.2,NaN,0
62,28,35.6,4.6,10.2,2,3.2,6.1,5.5,1.7,0.5,1.9,12.4,NaN,21.2
66,36,27.4,3.7,8.4,2.1,2.6,3.3,6.7,1,0.1,2.7,9.7,NaN,17.1
31,26,33.3,6.7,15.6,4.9,5.6,5.5,2,0.6,0.5,2.2,19.5,NaN,12.5
11,32,5.1,0.5,1.8,0.5,1,1.3,0.1,0.1,0.1,0.5,1.5,NaN,0
12,27,30.3,5.1,11.3,1.2,1.9,8.3,2.6,1,2,2,11.3,NaN,15.3
60,24,35.2,7.4,13.3,3.9,5.6,11.8,1.4,0.5,1.9,2.5,18.7,NaN,0
40,23,10.5,1.7,4.4,0.3,0.3,0.8,0.5,0.1,0,0.5,4.4,NaN,-1
47,26,15.7,0.8,1.4,0,0.2,3.7,0.3,0.5,1,0.3,1.7,NaN,4.6
65,36,33.1,6.5,16.1,2.8,4.2,6.3,2,0.8,0.7,1.4,17.2,NaN,11.6
24,37,8.7,0.7,2.2,0.3,0.4,1.4,1.4,0.3,0.2,0.7,2,NaN,0
62,26,26.4,4.4,10.6,1.6,1.7,2,1,0.7,0.1,1.1,12,NaN,3.6
51,37,25.1,2.8,6.4,0.7,1.1,2.7,2.4,0.7,0.1,1,7.2,NaN,0
34,22,15.2,2.8,5.9,1.9,2.5,3.6,0.6,0.4,1,1.2,7.4,NaN,6.5
51,27,17.3,1.4,3.6,0.8,1.1,3,0.4,0.4,0.4,0.7,4.1,NaN,5.8
9,23,13.8,2.2,4.8,0.7,0.7,1.4,1.2,0.6,0,0.7,5.2,NaN,0
62,26,33.7,5.3,11.3,3.2,4,3.2,2.4,0.6,0.2,1.4,15.2,NaN,18
41,24,14.7,1.8,5.5,0.9,1,2.2,0.8,0.5,0.5,1,4.7,NaN,6.4
64,21,21.4,3.1,6.3,1,1.2,1.8,1.4,0.7,0.2,1.2,7.6,NaN,10.7
29,33,20.5,2.3,6.3,0.6,0.8,1.9,4.7,1.2,0.1,2.6,6.1,NaN,0
52,29,26.9,4.5,10.2,2.3,2.6,2.3,2.4,0.7,0.2,2.2,12.5,NaN,11
18,24,20.5,1.9,5.5,0.6,1.1,3.7,3.4,0.9,0.2,1.1,4.5,NaN,0
62,37,15.8,0.5,1.4,0.3,0.8,4.3,0.7,0.8,0.8,0.5,1.4,NaN,0
59,29,18.3,2.5,5.6,0.7,0.9,1.7,3.8,0.6,0,1.3,5.9,NaN,12.8
63,19,23.1,2,4.4,1.1,2.3,5.8,0.4,0.3,1.8,1.1,5.2,NaN,12.5
4,28,7.6,1,3.5,0,0,0.5,0.3,0,0,1.3,2.5,NaN,0
